ID,Glottocode,Parameter_ID,Value,Coder,Source
kari1254-align-noun-nl,kari1254,align-noun-nl,no marking,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-align-pro-nl,kari1254,align-pro-nl,ergative,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-align-index-nl,kari1254,align-index-nl,NA,,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-ref-ergative,kari1254,ref-ergative,True,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-ref-ergative-domain,kari1254,ref-ergative-domain,Pro,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-ref-tripartite,kari1254,ref-tripartite,False,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-ref-tripartite-domain,kari1254,ref-tripartite-domain,NA,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-ref-horizontal,kari1254,ref-horizontal,False,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-ref-horizontal-domain,kari1254,ref-horizontal-domain,NA,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-ref-sensitive,kari1254,ref-sensitive,False,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1254-ref-sensitive-domain,kari1254,ref-sensitive-domain,NA,MV;NCP,"queiroz2012dzubukua[131,149,152,196,245,288,328,335-337]"
kari1311-align-noun,kari1311,align-noun,no marking,AWM,everett2007patterns[300-320]
kari1311-align-pro,kari1311,align-pro,no marking,AWM,everett2007patterns[300-320]
kari1311-align-index,kari1311,align-index,ergative,AN,everett2007patterns[300-320]
kari1311-align-noun-nl,kari1311,align-noun-nl,no marking,AWM,everett2007patterns[300-320]
kari1311-align-pro-nl,kari1311,align-pro-nl,no marking,AWM,everett2007patterns[300-320]
kari1311-align-index-nl,kari1311,align-index-nl,ergative,AN,everett2007patterns[300-320]
kari1311-ref-ergative,kari1311,ref-ergative,True,AN;AWM,everett2007patterns[300-320]
kari1311-ref-ergative-domain,kari1311,ref-ergative-domain,Verb,AN;AWM,everett2007patterns[300-320]
kari1311-ref-tripartite,kari1311,ref-tripartite,False,AN;AWM,everett2007patterns[300-320]
kari1311-ref-tripartite-domain,kari1311,ref-tripartite-domain,NA,AN;AWM,everett2007patterns[300-320]
kari1311-ref-horizontal,kari1311,ref-horizontal,False,AN;AWM,everett2007patterns[300-320]
kari1311-ref-horizontal-domain,kari1311,ref-horizontal-domain,NA,AN;AWM,everett2007patterns[300-320]
kari1311-ref-sensitive,kari1311,ref-sensitive,False,AN;AWM,everett2007patterns[300-320]
kari1311-ref-sensitive-domain,kari1311,ref-sensitive-domain,NA,AN;AWM,everett2007patterns[300-320]
karo1304-align-noun,karo1304,align-noun,ergative;no marking,HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-align-pro,karo1304,align-pro,ergative;no marking,HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-align-index,karo1304,align-index,sensitive,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-align-noun-nl,karo1304,align-noun-nl,ergative;no marking,HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-align-pro-nl,karo1304,align-pro-nl,ergative;no marking,HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-align-index-nl,karo1304,align-index-nl,sensitive,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-ref-ergative,karo1304,ref-ergative,True,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-ref-ergative-domain,karo1304,ref-ergative-domain,Noun;Pro,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-ref-tripartite,karo1304,ref-tripartite,False,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-ref-tripartite-domain,karo1304,ref-tripartite-domain,NA,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-ref-horizontal,karo1304,ref-horizontal,False,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-ref-horizontal-domain,karo1304,ref-horizontal-domain,NA,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-ref-sensitive,karo1304,ref-sensitive,True,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1304-ref-sensitive-domain,karo1304,ref-sensitive-domain,Verb,AWM;HT,"bright1957karok[129,133-135];macaulay1992karok[195]"
karo1305-align-noun,karo1305,align-noun,no marking,HT,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-align-pro,karo1305,align-pro,ergative,HT,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-align-index,karo1305,align-index,no marking,NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-align-noun-nl,karo1305,align-noun-nl,no marking,HT,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-align-pro-nl,karo1305,align-pro-nl,ergative,HT,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-align-index-nl,karo1305,align-index-nl,no marking,NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-ref-ergative,karo1305,ref-ergative,True,HT;NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-ref-ergative-domain,karo1305,ref-ergative-domain,Pro,HT;NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-ref-tripartite,karo1305,ref-tripartite,False,HT;NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-ref-tripartite-domain,karo1305,ref-tripartite-domain,NA,HT;NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-ref-horizontal,karo1305,ref-horizontal,False,HT;NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-ref-horizontal-domain,karo1305,ref-horizontal-domain,NA,HT;NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-ref-sensitive,karo1305,ref-sensitive,False,HT;NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
karo1305-ref-sensitive-domain,karo1305,ref-sensitive-domain,NA,HT;NCP,"gabas1999karobrazil[122,40-43,81-82,97]"
kash1280-align-noun,kash1280,align-noun,accusative;no marking,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-align-pro,kash1280,align-pro,accusative,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-align-index,kash1280,align-index,no marking,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-align-noun-nl,kash1280,align-noun-nl,accusative;no marking,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-align-pro-nl,kash1280,align-pro-nl,accusative,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-align-index-nl,kash1280,align-index-nl,no marking,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-ref-ergative,kash1280,ref-ergative,True,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-ref-ergative-domain,kash1280,ref-ergative-domain,Noun;Pro,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-ref-tripartite,kash1280,ref-tripartite,False,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-ref-tripartite-domain,kash1280,ref-tripartite-domain,NA,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-ref-horizontal,kash1280,ref-horizontal,True,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-ref-horizontal-domain,kash1280,ref-horizontal-domain,Noun,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-ref-sensitive,kash1280,ref-sensitive,False,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kash1280-ref-sensitive-domain,kash1280,ref-sensitive-domain,NA,AWM;HT,gamon1997grammaticalization[235];oswalt1961kashaya[111-114]
kaya1319-align-noun,kaya1319,align-noun,accusative,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-align-pro,kaya1319,align-pro,accusative,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-align-index,kaya1319,align-index,no marking,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-align-noun-nl,kaya1319,align-noun-nl,accusative,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-align-pro-nl,kaya1319,align-pro-nl,accusative,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-align-index-nl,kaya1319,align-index-nl,no marking,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-ref-ergative,kaya1319,ref-ergative,False,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-ref-ergative-domain,kaya1319,ref-ergative-domain,NA,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-ref-tripartite,kaya1319,ref-tripartite,False,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-ref-tripartite-domain,kaya1319,ref-tripartite-domain,NA,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-ref-horizontal,kaya1319,ref-horizontal,False,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-ref-horizontal-domain,kaya1319,ref-horizontal-domain,NA,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-ref-sensitive,kaya1319,ref-sensitive,False,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kaya1319-ref-sensitive-domain,kaya1319,ref-sensitive-domain,NA,HT,"evans1995kayardild[101-104,108,111,136-137,201-202,327,401-405,417]"
kenu1243-align-noun,kenu1243,align-noun,accusative,HT,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-align-pro,kenu1243,align-pro,accusative,HT,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-align-index,kenu1243,align-index,accusative,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-align-noun-nl,kenu1243,align-noun-nl,accusative,HT,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-align-pro-nl,kenu1243,align-pro-nl,accusative,HT,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-align-index-nl,kenu1243,align-index-nl,accusative,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-ref-ergative,kenu1243,ref-ergative,False,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-ref-ergative-domain,kenu1243,ref-ergative-domain,NA,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-ref-tripartite,kenu1243,ref-tripartite,False,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-ref-tripartite-domain,kenu1243,ref-tripartite-domain,NA,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-ref-horizontal,kenu1243,ref-horizontal,False,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-ref-horizontal-domain,kenu1243,ref-horizontal-domain,NA,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-ref-sensitive,kenu1243,ref-sensitive,False,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kenu1243-ref-sensitive-domain,kenu1243,ref-sensitive-domain,NA,HT;NCP,"abdelhafiz1988kunuz[218-219,88-90]"
kett1243-align-noun,kett1243,align-noun,no marking,AN,"georg2007descriptive[105,159]"
kett1243-align-pro,kett1243,align-pro,no marking,AN,"georg2007descriptive[105,159]"
kett1243-align-index,kett1243,align-index,tripartite,AN,"georg2007descriptive[105,159]"
kett1243-align-noun-nl,kett1243,align-noun-nl,no marking,AN,"georg2007descriptive[105,159]"
kett1243-align-pro-nl,kett1243,align-pro-nl,no marking,AN,"georg2007descriptive[105,159]"
kett1243-align-index-nl,kett1243,align-index-nl,tripartite,AN,"georg2007descriptive[105,159]"
kett1243-ref-ergative,kett1243,ref-ergative,True,AN,"georg2007descriptive[105,159]"
kett1243-ref-ergative-domain,kett1243,ref-ergative-domain,Verb,AN,"georg2007descriptive[105,159]"
kett1243-ref-tripartite,kett1243,ref-tripartite,True,AN,"georg2007descriptive[105,159]"
kett1243-ref-tripartite-domain,kett1243,ref-tripartite-domain,Verb,AN,"georg2007descriptive[105,159]"
kett1243-ref-horizontal,kett1243,ref-horizontal,True,AN,"georg2007descriptive[105,159]"
kett1243-ref-horizontal-domain,kett1243,ref-horizontal-domain,Verb,AN,"georg2007descriptive[105,159]"
kett1243-ref-sensitive,kett1243,ref-sensitive,False,AN,"georg2007descriptive[105,159]"
kett1243-ref-sensitive-domain,kett1243,ref-sensitive-domain,NA,AN,"georg2007descriptive[105,159]"
kich1262-align-noun,kich1262,align-noun,no marking,AWM,pixabaj2017kiche[475-485]
kich1262-align-pro,kich1262,align-pro,no marking,AWM,pixabaj2017kiche[475-485]
kich1262-align-index,kich1262,align-index,ergative,AN,pixabaj2017kiche[475-485]
kich1262-align-noun-nl,kich1262,align-noun-nl,no marking,AWM,pixabaj2017kiche[475-485]
kich1262-align-pro-nl,kich1262,align-pro-nl,no marking,AWM,pixabaj2017kiche[475-485]
kich1262-align-index-nl,kich1262,align-index-nl,ergative,AN,pixabaj2017kiche[475-485]
kich1262-ref-ergative,kich1262,ref-ergative,True,AN;AWM,pixabaj2017kiche[475-485]
kich1262-ref-ergative-domain,kich1262,ref-ergative-domain,Verb,AN;AWM,pixabaj2017kiche[475-485]
kich1262-ref-tripartite,kich1262,ref-tripartite,False,AN;AWM,pixabaj2017kiche[475-485]
kich1262-ref-tripartite-domain,kich1262,ref-tripartite-domain,NA,AN;AWM,pixabaj2017kiche[475-485]
kich1262-ref-horizontal,kich1262,ref-horizontal,False,AN;AWM,pixabaj2017kiche[475-485]
kich1262-ref-horizontal-domain,kich1262,ref-horizontal-domain,NA,AN;AWM,pixabaj2017kiche[475-485]
kich1262-ref-sensitive,kich1262,ref-sensitive,False,AN;AWM,pixabaj2017kiche[475-485]
kich1262-ref-sensitive-domain,kich1262,ref-sensitive-domain,NA,AN;AWM,pixabaj2017kiche[475-485]
kiow1266-align-noun,kiow1266,align-noun,no marking,AN,"watkins1984kiowa[100-101,204]"
kiow1266-align-pro,kiow1266,align-pro,no marking,AN,"watkins1984kiowa[100-101,204]"
kiow1266-align-index,kiow1266,align-index,sensitive,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-align-noun-nl,kiow1266,align-noun-nl,no marking,AN,"watkins1984kiowa[100-101,204]"
kiow1266-align-pro-nl,kiow1266,align-pro-nl,no marking,AN,"watkins1984kiowa[100-101,204]"
kiow1266-align-index-nl,kiow1266,align-index-nl,sensitive,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-ref-ergative,kiow1266,ref-ergative,False,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-ref-ergative-domain,kiow1266,ref-ergative-domain,NA,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-ref-tripartite,kiow1266,ref-tripartite,False,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-ref-tripartite-domain,kiow1266,ref-tripartite-domain,NA,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-ref-horizontal,kiow1266,ref-horizontal,False,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-ref-horizontal-domain,kiow1266,ref-horizontal-domain,NA,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-ref-sensitive,kiow1266,ref-sensitive,True,AN;DI,"watkins1984kiowa[100-101,204]"
kiow1266-ref-sensitive-domain,kiow1266,ref-sensitive-domain,Verb,AN;DI,"watkins1984kiowa[100-101,204]"
kitj1240-align-noun,kitj1240,align-noun,no marking,AWM,kofod1996kija[1-188]
kitj1240-align-pro,kitj1240,align-pro,no marking,AWM,kofod1996kija[1-188]
kitj1240-align-index,kitj1240,align-index,sensitive,AWM,kofod1996kija[1-188]
kitj1240-align-noun-nl,kitj1240,align-noun-nl,no marking,AWM,kofod1996kija[1-188]
kitj1240-align-pro-nl,kitj1240,align-pro-nl,no marking,AWM,kofod1996kija[1-188]
kitj1240-align-index-nl,kitj1240,align-index-nl,sensitive,AWM,kofod1996kija[1-188]
kitj1240-ref-ergative,kitj1240,ref-ergative,False,AWM,kofod1996kija[1-188]
kitj1240-ref-ergative-domain,kitj1240,ref-ergative-domain,NA,AWM,kofod1996kija[1-188]
kitj1240-ref-tripartite,kitj1240,ref-tripartite,False,AWM,kofod1996kija[1-188]
kitj1240-ref-tripartite-domain,kitj1240,ref-tripartite-domain,NA,AWM,kofod1996kija[1-188]
kitj1240-ref-horizontal,kitj1240,ref-horizontal,False,AWM,kofod1996kija[1-188]
kitj1240-ref-horizontal-domain,kitj1240,ref-horizontal-domain,NA,AWM,kofod1996kija[1-188]
kitj1240-ref-sensitive,kitj1240,ref-sensitive,True,AWM,kofod1996kija[1-188]
kitj1240-ref-sensitive-domain,kitj1240,ref-sensitive-domain,Verb,AWM,kofod1996kija[1-188]
klam1254-align-noun,klam1254,align-noun,accusative;no marking,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-align-pro,klam1254,align-pro,accusative,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-align-index,klam1254,align-index,no marking,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-align-noun-nl,klam1254,align-noun-nl,accusative;no marking,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-align-pro-nl,klam1254,align-pro-nl,accusative,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-align-index-nl,klam1254,align-index-nl,no marking,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-ref-ergative,klam1254,ref-ergative,False,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-ref-ergative-domain,klam1254,ref-ergative-domain,NA,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-ref-tripartite,klam1254,ref-tripartite,False,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-ref-tripartite-domain,klam1254,ref-tripartite-domain,NA,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-ref-horizontal,klam1254,ref-horizontal,False,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-ref-horizontal-domain,klam1254,ref-horizontal-domain,NA,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-ref-sensitive,klam1254,ref-sensitive,False,HT,"barker1964klamath[233-235,237-243,262,320,352]"
klam1254-ref-sensitive-domain,klam1254,ref-sensitive-domain,NA,HT,"barker1964klamath[233-235,237-243,262,320,352]"
koas1236-align-noun,koas1236,align-noun,accusative,AWM,kimball1991koasati[389-394]
koas1236-align-pro,koas1236,align-pro,accusative,AWM,kimball1991koasati[389-394]
koas1236-align-index,koas1236,align-index,accusative,AWM,kimball1991koasati[389-394]
koas1236-align-noun-nl,koas1236,align-noun-nl,accusative,AWM,kimball1991koasati[389-394]
koas1236-align-pro-nl,koas1236,align-pro-nl,accusative,AWM,kimball1991koasati[389-394]
koas1236-align-index-nl,koas1236,align-index-nl,accusative,AWM,kimball1991koasati[389-394]
koas1236-ref-ergative,koas1236,ref-ergative,True,AWM,kimball1991koasati[389-394]
koas1236-ref-ergative-domain,koas1236,ref-ergative-domain,Verb,AWM,kimball1991koasati[389-394]
koas1236-ref-tripartite,koas1236,ref-tripartite,False,AWM,kimball1991koasati[389-394]
koas1236-ref-tripartite-domain,koas1236,ref-tripartite-domain,NA,AWM,kimball1991koasati[389-394]
koas1236-ref-horizontal,koas1236,ref-horizontal,False,AWM,kimball1991koasati[389-394]
koas1236-ref-horizontal-domain,koas1236,ref-horizontal-domain,NA,AWM,kimball1991koasati[389-394]
koas1236-ref-sensitive,koas1236,ref-sensitive,False,AWM,kimball1991koasati[389-394]
koas1236-ref-sensitive-domain,koas1236,ref-sensitive-domain,NA,AWM,kimball1991koasati[389-394]
koyr1242-align-noun,koyr1242,align-noun,no marking,AWM,heath1999koyraboro[79]
koyr1242-align-pro,koyr1242,align-pro,no marking,AWM,heath1999koyraboro[79]
koyr1242-align-index,koyr1242,align-index,no marking,AWM,heath1999koyraboro[79]
koyr1242-align-noun-nl,koyr1242,align-noun-nl,no marking,AWM,heath1999koyraboro[79]
koyr1242-align-pro-nl,koyr1242,align-pro-nl,no marking,AWM,heath1999koyraboro[79]
koyr1242-align-index-nl,koyr1242,align-index-nl,no marking,AWM,heath1999koyraboro[79]
koyr1242-ref-ergative,koyr1242,ref-ergative,False,AWM,heath1999koyraboro[79]
koyr1242-ref-ergative-domain,koyr1242,ref-ergative-domain,NA,AWM,heath1999koyraboro[79]
koyr1242-ref-tripartite,koyr1242,ref-tripartite,False,AWM,heath1999koyraboro[79]
koyr1242-ref-tripartite-domain,koyr1242,ref-tripartite-domain,NA,AWM,heath1999koyraboro[79]
koyr1242-ref-horizontal,koyr1242,ref-horizontal,False,AWM,heath1999koyraboro[79]
koyr1242-ref-horizontal-domain,koyr1242,ref-horizontal-domain,NA,AWM,heath1999koyraboro[79]
koyr1242-ref-sensitive,koyr1242,ref-sensitive,False,AWM,heath1999koyraboro[79]
koyr1242-ref-sensitive-domain,koyr1242,ref-sensitive-domain,NA,AWM,heath1999koyraboro[79]
kren1239-align-noun,kren1239,align-noun,no marking,DI,"pessoa2012krenak[214,223-225]"
kren1239-align-pro,kren1239,align-pro,no marking,DI,"pessoa2012krenak[214,223-225]"
kren1239-align-index,kren1239,align-index,no marking,DI,"pessoa2012krenak[214,223-225]"
kren1239-align-noun-nl,kren1239,align-noun-nl,no marking,DI,"pessoa2012krenak[214,223-225]"
kren1239-align-pro-nl,kren1239,align-pro-nl,no marking,DI,"pessoa2012krenak[214,223-225]"
kren1239-align-index-nl,kren1239,align-index-nl,no marking,DI,"pessoa2012krenak[214,223-225]"
kren1239-ref-ergative,kren1239,ref-ergative,False,DI,"pessoa2012krenak[214,223-225]"
kren1239-ref-ergative-domain,kren1239,ref-ergative-domain,NA,DI,"pessoa2012krenak[214,223-225]"
kren1239-ref-tripartite,kren1239,ref-tripartite,False,DI,"pessoa2012krenak[214,223-225]"
kren1239-ref-tripartite-domain,kren1239,ref-tripartite-domain,NA,DI,"pessoa2012krenak[214,223-225]"
kren1239-ref-horizontal,kren1239,ref-horizontal,False,DI,"pessoa2012krenak[214,223-225]"
