ID,Glottocode,Selector_ID,Slot,Portmanteau,Role,Reference,Co-argument_role,Co-argument_reference,TAM,DIR/INV,Exemplar,Predicate_class,Miscellaneous_condition,Source,Comment,Coder
kuna1268-20,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.excl,A,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-21,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.excl,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-22,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.incl,A,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-23,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.incl,A,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-24,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.incl,A,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-25,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.incl,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-26,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.incl,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-27,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1du.incl,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-28,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.excl,A,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-29,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.excl,A,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-30,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.excl,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-31,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.excl,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-32,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.excl,A,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-33,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.excl,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-34,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.incl,A,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-35,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.incl,A,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-36,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.incl,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-37,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.incl,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-38,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.incl,A,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-39,kuna1268,kuna1268-aa-1plp-indexing-indexing-marker,-1,simple,P,1pl.incl,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-40,kuna1268,kuna1268-e-e-2sgp-indexing-indexing-marker,-1,simple,P,2sg,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-41,kuna1268,kuna1268-e-e-2sgp-indexing-indexing-marker,-1,simple,P,2sg,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-42,kuna1268,kuna1268-e-e-2sgp-indexing-indexing-marker,-1,simple,P,2sg,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-43,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2du,A,1sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-44,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2du,A,1du.excl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-45,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2du,A,1pl.excl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-46,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2du,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-47,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2du,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-48,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2du,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-49,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2pl,A,1sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-50,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2pl,A,1du.excl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-51,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2pl,A,1pl.excl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-52,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2pl,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-53,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2pl,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-54,kuna1268,kuna1268-ee-vv-2plp-indexing-indexing-marker,-1,simple,P,2pl,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-55,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,1sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-56,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-57,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-58,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-59,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-60,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,1du.incl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-61,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,1pl.incl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-62,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,1du.excl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-63,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,1pl.excl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-64,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-65,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3du,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-66,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,1sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-67,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-68,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-69,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-70,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-71,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,1du.incl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-72,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,1pl.incl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-73,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,1du.excl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-74,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,1pl.excl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-75,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-76,kuna1268,kuna1268-ii-vv-3plp-indexing-indexing-marker,-1,simple,P,3pl,A,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-77,kuna1268,kuna1268-s-a-i-3sgs-a-indexing-indexing-marker,-2,NA,S,3sg,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-78,kuna1268,kuna1268-s-a-i-3sgs-a-indexing-indexing-marker,-2,simple,A,3sg,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-79,kuna1268,kuna1268-s-a-ka-ka-1pl-incls-a-indexing-indexing-marker,-2,NA,S,1du.incl,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-80,kuna1268,kuna1268-s-a-ka-ka-1pl-incls-a-indexing-indexing-marker,-2,simple,A,1du.incl,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-81,kuna1268,kuna1268-s-a-ka-ka-1pl-incls-a-indexing-indexing-marker,-2,simple,A,1du.incl,P,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-82,kuna1268,kuna1268-s-a-ka-ka-1pl-incls-a-indexing-indexing-marker,-2,simple,A,1du.incl,P,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-83,kuna1268,kuna1268-s-a-ka-ka-1pl-incls-a-indexing-indexing-marker,-2,NA,S,1pl.incl,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-84,kuna1268,kuna1268-s-a-ka-ka-1pl-incls-a-indexing-indexing-marker,-2,simple,A,1pl.incl,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-85,kuna1268,kuna1268-s-a-ka-ka-1pl-incls-a-indexing-indexing-marker,-2,simple,A,1pl.incl,P,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-86,kuna1268,kuna1268-s-a-ka-ka-1pl-incls-a-indexing-indexing-marker,-2,simple,A,1pl.incl,P,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-87,kuna1268,kuna1268-s-a-m-2pls-a-indexing-indexing-marker,-2,NA,S,2pl,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-88,kuna1268,kuna1268-s-a-m-2pls-a-indexing-indexing-marker,-2,simple,A,2pl,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-89,kuna1268,kuna1268-s-a-m-2pls-a-indexing-indexing-marker,-2,simple,A,2pl,P,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-90,kuna1268,kuna1268-s-a-m-2pls-a-indexing-indexing-marker,-2,simple,A,2pl,P,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-91,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,NA,S,1du.excl,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-92,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1du.excl,P,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-93,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1du.excl,P,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-94,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1du.excl,P,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-95,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1du.excl,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-96,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1du.excl,P,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-97,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1du.excl,P,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-98,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,NA,S,1pl.excl,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-99,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1pl.excl,P,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-100,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1pl.excl,P,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-101,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1pl.excl,P,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-102,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1pl.excl,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-103,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1pl.excl,P,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-104,kuna1268,kuna1268-s-a-ma-ma-1pl-excls-a-indexing-indexing-marker,-2,simple,A,1pl.excl,P,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-105,kuna1268,kuna1268-s-a-me-2dus-a-indexing-indexing-marker,-2,NA,S,2du,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-106,kuna1268,kuna1268-s-a-me-2dus-a-indexing-indexing-marker,-2,simple,A,2du,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-107,kuna1268,kuna1268-s-a-me-2dus-a-indexing-indexing-marker,-2,simple,A,2du,P,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-108,kuna1268,kuna1268-s-a-me-2dus-a-indexing-indexing-marker,-2,simple,A,2du,P,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-109,kuna1268,kuna1268-s-a-mi-3dus-a-indexing-indexing-marker,-2,NA,S,3du,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-110,kuna1268,kuna1268-s-a-mi-3dus-a-indexing-indexing-marker,-2,simple,A,3du,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-111,kuna1268,kuna1268-s-a-n-2sgs-a-indexing-indexing-marker,-2,NA,S,2sg,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-112,kuna1268,kuna1268-s-a-n-2sgs-a-indexing-indexing-marker,-2,simple,A,2sg,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-113,kuna1268,kuna1268-s-a-n-2sgs-a-indexing-indexing-marker,-2,simple,A,2sg,P,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-114,kuna1268,kuna1268-s-a-n-2sgs-a-indexing-indexing-marker,-2,simple,A,2sg,P,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-115,kuna1268,kuna1268-s-a-na-na-1sgs-a-indexing-indexing-marker,-2,simple,S,1sg,NA,NA,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-116,kuna1268,kuna1268-s-a-na-na-1sgs-a-indexing-indexing-marker,-2,simple,A,1sg,P,2pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-117,kuna1268,kuna1268-s-a-na-na-1sgs-a-indexing-indexing-marker,-2,simple,A,1sg,P,2sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-118,kuna1268,kuna1268-s-a-na-na-1sgs-a-indexing-indexing-marker,-2,simple,A,1sg,P,2du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-119,kuna1268,kuna1268-s-a-na-na-1sgs-a-indexing-indexing-marker,-2,simple,A,1sg,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-120,kuna1268,kuna1268-s-a-na-na-1sgs-a-indexing-indexing-marker,-2,simple,A,1sg,P,3pl,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-121,kuna1268,kuna1268-s-a-na-na-1sgs-a-indexing-indexing-marker,-2,simple,A,1sg,P,3du,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-122,kuna1268,kuna1268-s-a-o-3pls-a-indexing-indexing-marker,-2,NA,S,3pl,NA,NA,any,NA,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuna1268-123,kuna1268,kuna1268-s-a-o-3pls-a-indexing-indexing-marker,-2,simple,A,3pl,P,3sg,any,none,any,default,,"bender1996kunama[20,27];thompson1989kunama[308-309,312-313]",,HT;AWM
kuot1243-4,kuot1243,kuot1243-object-marking-indexing-marker,1 / -1,simple,P,any,A,any,any,none,any,default,,"lindstroem2002topics[215-234,4]",,HT
kuot1243-5,kuot1243,kuot1243-subject-marking-indexing-marker,-1 / clitic 1,NA,S,any,NA,NA,any,NA,any,default,,"lindstroem2002topics[215-234,4]",,HT
kuot1243-6,kuot1243,kuot1243-subject-marking-indexing-marker,-1 / clitic 1,simple,A,any,P,any,any,none,any,default,,"lindstroem2002topics[215-234,4]",,HT
kusu1250-6,kusu1250,kusu1250-a-suffixes-indexing-marker,1,simple,A,any,P,any,any,none,any,default,,watters2006kusunda[61-63],,HT; AWM
kusu1250-7,kusu1250,kusu1250-role-not-marked,NA,NA,P,any,A,any,any,none,any,default,,watters2006kusunda[61-63],,HT; AWM
kusu1250-8,kusu1250,kusu1250-s-suffixes-indexing-marker,1,NA,S,any,NA,NA,any,NA,any,default,,watters2006kusunda[61-63],,HT; AWM
kute1249-4,kute1249,kute1249-ala-1pl-s-a-indexing-marker,3,simple,S,1pl,NA,NA,any,NA,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-5,kute1249,kute1249-ala-1pl-s-a-indexing-marker,3,simple,A,1pl,P,3-high,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-6,kute1249,kute1249-ala-1pl-s-a-indexing-marker,3,simple,A,1pl,P,3-low,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-7,kute1249,kute1249-ap-1sg-p-indexing-marker,2,simple,P,1sg,A,any,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-8,kute1249,kute1249-awas-1pl-p-1pl-2-indexing-marker,2,simple,P,1pl,A,any,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-9,kute1249,kute1249-awas-1pl-p-1pl-2-indexing-marker,2,simple,A,1pl,P,2sg,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-10,kute1249,kute1249-awas-1pl-p-1pl-2-indexing-marker,2,simple,A,1pl,P,2pl,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-11,kute1249,kute1249-is-2p-indexing-marker,2,simple,P,2sg,A,1sg,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-12,kute1249,kute1249-is-2p-indexing-marker,2,simple,P,2sg,A,3-high,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-13,kute1249,kute1249-is-2p-indexing-marker,2,simple,P,2sg,A,3-low,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-14,kute1249,kute1249-is-2p-indexing-marker,2,simple,P,2sg,A,3fobv-low,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-15,kute1249,kute1249-is-2p-indexing-marker,2,simple,P,2pl,A,1sg,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-16,kute1249,kute1249-is-2p-indexing-marker,2,simple,P,2pl,A,3-high,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
kute1249-17,kute1249,kute1249-is-2p-indexing-marker,2,simple,P,2pl,A,3-low,any,none,any,default,,morgan1992kutenai[355-360],,DI; KMB; AWM
